id,query1,query2,label
7585,哺乳期的妈妈能否吃感冒药,浦乳期不小心感冒了，能不能吃些感冒药？,1
7586,婴儿吃感冒药拉肚子采取什么办法？,婴儿吃感冒药拉肚子怎么治？,1
7587,小儿支原体肺炎的治疗方法及治疗周期,小儿支原体肺炎怎么治需要治疗多长时间？,1
7588,小儿咽扁颗粒和罗红霉素颗粒能一起吃吗,小儿咽扁颗粒可以和小儿咳喘灵泡腾颗粒一起吃吗,0
7589,孕妇可以吃百补增力丸吗,患有高血压可以吃百补增力丸吗,0
7590,肺气肿引发心脏问题能打感冒预防针吗,肺气肿引发心脏问题打感冒预防针会加速病情恶化吗,1
7591,众生胶囊应该饭前吃还是饭后吃呀？,众生胶囊有哪些功效？,0
7592,慢性肺气肿为什么会突然转成急性肺气肿？,慢性肺气肿会导致急性肺气肿吗,0
7593,结合性胸膜炎已经半年了，什么时候会好,结合性胸膜炎已经半年了，需要多长时间会好？,1
7594,肺炎反复发烧8天怎么办,肺炎反复发烧8天怎么治疗,1
7595,怀孕期间感冒了，快速高效的治疗方法有哪几种,孕妇感冒最快治疗方法有几种,1
7596,请问四岁宝宝三天前检查出肺炎怎么办？,肺炎的症状有哪些,0
7597,"得过哮喘病的人,有哪些适合的健身方式?",哮喘病是怎么得上的？,0
7598,婴幼儿肺炎有什么症状,婴幼儿肺炎的表现是什么,1
7599,孩子经常流黄鼻涕吃什么药？,流黄鼻涕应该注意什么,0
7600,孕妇感冒了，有什么办法吗,孕妇感冒了，怎么办才好啊,1
7601,得了肺气肿能存活多久？,什么样人得肺气肿？,0
7602,小儿肺炎支原体肺炎有没有后遗症?,儿童支原体肺炎复发率高不？,0
7603,做了胸膜炎胸腔镜手术后该怎么护理,胸膜炎做胸腔镜手术后应该怎么照顾,1
7604,请问肺气肿能办慢性病门诊治疗吗？,肺气肿吃什么补品好？,0
7605,老年人得肺炎能彻底治疗好吗?,老年人肺炎传染吗？,0
7606,宝宝五个月的时候得了肺炎，咳嗽,五个月宝宝咳嗽干呕会是肺炎吗？,0
7607,新型冠状病毒感染的肺炎口罩,哪种口罩能有效预防新冠肺炎,1
7608,请问肺气肿加心脏早搏骤停怎么治疗?,肺气肿加心脏早搏骤停该怎么治?,1
7609,阿司匹林会导致哮喘吗？,阿司匹林有什么副作用？,0
7610,吃了哮喘药身上发热发抖怎么回事,吃了哮喘药身上发热发抖是怎么了？,1
7611,众生胶囊和众生丸是一样的吗,众生胶囊和众生丸是否一样？,1
7612,肺炎支原体阳性输液几天能好,肺炎支原体阳性转阴输液要多长时间,1
7613,吃感冒药后多久可以怀孕？,吃感冒药后多久不可以怀孕？,1
7614,胸膜炎发烧到38度正常吗？,胸膜炎发烧怎么降温,0
7615,九个月宝宝流鼻涕怎么办,九个月宝宝打喷嚏鼻塞怎么办,0
7616,肺炎支原体检查结果多长时间能出来？,肺炎支原体检查多久出结果？,1
7617,13介肺炎疫苗有必要打吗?,13介肺炎疫苗打完发烧怎么办,0
7618,小孩肺炎有什么好的偏方吗?,一岁多的小孩得肺炎怎么办啊？,0
7619,上呼吸道感染引起感冒嗓子发炎有痰有效的办法是什么,嗓子有痰是上呼道感染引起的吗,0
7620,心脏偶尔快速跳动是怎么了？,心脏偶尔跳的快是什么原因造成的？,0
7621,请问得肺气肿怎么治疗？,肺气肿的症状有哪些表现？,0
7622,小孩上呼吸道感染可以用什么药治疗,小孩呼吸道感染不咳嗽好不好,0
7623,支气管炎有什么最佳治疗方案？,治疗支气管炎效果最好的方法是什么?,1
7624,结核胸膜炎拍x光有用吗,结核胸膜炎x光能看出来么,1
7625,胸膜炎好了为什么还会胸疼？,胸膜炎、胸部疼痛怎么办？,0
7626,怀孕四个月孕妇可以闻风油精吗,怀孕四个月孕妇能闻风油精吗,1
7627,你好，请问月经期可以吃氨咖黄敏胶囊吗,月经期间能否服用氨咖黄敏胶囊感冒药？,1
7628,过敏性哮喘治疗偏方有什么?,治疗过敏性哮喘的偏方有哪些,1
7629,肺气肿病人吃什么食物较好?,肺气肿可治愈吗？,0
7630,孕妇感冒了能喝姜汤红糖水吗,孕妇能不能喝姜汤红糖水,1
7631,哪个牌子的达肺草疗效比较好呢,达肺草属于中草药吗,0
7632,过敏性哮喘需要怎样治疗,过敏性哮喘多久可以治疗好,0
7633,过敏性哮喘的过敏原一般是什么?,过敏性哮喘的临床症状有哪些,0
7634,变异性哮喘需要做哪些检查,变异性哮喘吃什么好？,0
7635,URI-上呼吸道感染的症状有哪些,URI-上呼吸道感染有哪些症状,1
7636,新型冠状病毒感染的肺炎症状,感染冠状病毒的潜伏期是多长？,0
7637,一来月经就感冒是咋回事,一来月经就感冒是什么原因,1
7638,支原体肺炎一般需要几天能治好？,支原体肺炎一般多久可以治好？,1
7639,益肺清化颗粒一盒装几袋能喝多长时间,益肺清化颗粒一盒有几袋能喝几天,1
7640,环球复方甘草口服溶液作用有哪些,环球复方甘草口服溶液有什么服药禁忌,0
7641,请问小儿咳喘灵口服液的正确使用方法是什么？,请问小儿咳喘灵口服液如何正确服用？,1
7642,感冒鼻塞流鼻涕打喷嚏怎么办,发烧期间的饮食小妙招是什么,0
7643,怎么解释医生说肺气肿很严重？,肺气肿治不好吗？,0
7644,过敏性哮喘怎么办才能好呢?,过敏性哮喘能根治吗,0
7645,结核胸膜炎是怎么引起的,结核胸膜炎好治吗,0
7646,细菌胸膜炎吃什么消炎药,细菌胸膜炎能吃什么消炎药,1
7647,吃了阿莫西林胶囊能喝酒吗？,吃了阿莫西林胶囊可以喝啤酒吗,0
7648,消炎药和感冒药能一起吃吗,消炎药和感冒药能不能一起吃,1
7649,肺气肿病人怎么注意饮食？,肺气肿病人平时怎么护理？,0
7650,过敏性哮喘适合什么运动?,什么运动适合过敏性哮喘患者,1
7651,得了过敏性哮喘要注意哪些问题？,得了过敏性哮喘有什么需要注意的？,1
7652,吃感冒药会影响月经推迟吗,"感冒了,吃感冒药还能大流感疫苗吗",0
7653,治好肺炎一般要治疗多长时间,肺炎多少天可以痊愈,1
7654,哺乳期感冒怎么治疗最好,哺乳期吃什么水果增强免疫力,0
7655,空气加湿器会引起肺炎吗,空气加湿器会引起什么后果,0
7656,上呼吸道感染导致病毒性感冒,病毒性感冒引起上呼吸道感染咳嗽，吃些什么,0
7657,今年冬天经常感冒怎么办呢,冬天经常感冒可以打预防针吗,0
7658,长期久坐会得胸膜炎吗？,长期久坐得胸膜炎的可能性大吗,1
7659,过敏性哮喘的过敏源有那些,过敏性哮喘治疗方法有哪些,0
7660,小儿支原体肺炎会引发脑炎吗？,小儿支原体肺炎会诱发脑炎吗？,1
7661,请问胸膜炎是怎样引起的？,请问胸膜炎怎么治疗？,0
7662,治疗肺气肿有什么方法？,有什么办法可以治疗肺气肿？,1
7663,那请问医生有胸膜炎常时间喝什么茶好呢,服用抗结核胸膜炎的药，因为便秘能喝常润茶吗？,0
7664,不到5岁小孩老是感冒怎么办？,不到5岁小孩老是发烧是抵抗力差吗？,0
7665,服用博祥新雪片后会过敏的吗,服用博祥新雪片后容易过敏呢,1
7666,肺气肿吃什么药？,老人肺气肿请问吃些啥药？,1
7667,小儿上呼吸道感染可以用哪些消炎药？,上呼吸道感染小儿可以用哪些消炎药？,1
7668,结核胸膜炎，已经腹水了,结核胸膜炎，已经腹水了，有什么好的治疗方法,0
7669,服用达肺草治疗痰喘的效果如何,请问痰喘服用达肺草的效果好吗,1
7670,打感冒预防针对肺气肿引发的心脏问题有影响吗？,肺气肿引发心脏问题后还能打感冒预防针吗,1
7671,怎样救治因药物过敏性休克的？,药物过敏性休克如何和预防？,0
7672,孩子感冒流鼻涕怎么办好呢,孩子感冒流鼻涕吃什么药,0
7673,请问肺气肿怎么有效治疗？,肺气肿要怎么治疗才好？,1
7674,小儿支原体肺炎有什么症状？,小儿支原体肺炎的病因是什么？,0
7675,肺炎支原体真的会传染吗?,肺炎支原体的危害是什么,0
7676,肺气肿应该怎么治疗，应注意什么？,初期肺气肿，有什么特效药吗？能治愈吗？应注意什么？,0
7677,要是孕妇感冒了吃什么好？？,吃什么对孕妇感冒好,1
7678,23介肺炎疫苗有必要打吗,23价肺炎疫苗必需要打吗,1
7679,克拉霉素片克拉仙的成分和功效是什么,克拉霉素克拉霉素的成分功效分别有哪些,1
7680,打喷嚏流鼻涕吃什么感冒药,打喷嚏流鼻涕的特效药,0
7681,丹参片与金银花及脑心舒能一起服用吗？,丹参片是否能与金银花及脑心舒能同服？,1
7682,流鼻涕打喷嚏咳嗽吃什么药,流鼻涕打喷嚏咳嗽吃药可以恢复？,1
7683,百利阿莫西林胶囊的功效有哪些？,百利阿莫西林胶囊的作用有哪些？,1
7684,服用达肺草有什么注意事项呢,服用达肺草的注意事项有哪些,1
7685,你好百令胶囊是苦的还是咸的？,您好百令胶囊怎么服用?,0
7686,婴儿上呼吸道感染是什么导致的？,请问婴儿上呼吸道感染是怎么造成的？,1
7687,哮喘最佳治疗方法是什么,哮喘吃什么最好？,0
7688,天大托恩布洛芬混悬液用量,天大托恩布洛芬混悬液用量多少合适？,1
7689,九个月宝宝感冒打喷嚏流鼻涕吃什药效果好,九个月孩子打喷嚏流鼻涕推荐吃什么药,1
7690,小孩能喝复方甘草口服溶液吗,复方甘草口服溶液有什么功效？,0
7691,中医可以治疗小儿支原体肺炎吗？,中医能否治疗小儿支原体肺炎？,1
7692,儿童咳嗽变异性哮喘如何医治?,咳嗽变异性哮喘饮食禁忌是什么？,0
7693,同仁堂百补增力丸可以治疗哪些疾病,同仁堂百补增力丸适用哪些疾病,1
7694,什么叫输入性新型冠状肺炎,输入性新型冠状肺炎是什么,1
7695,间质性肺炎能治愈吗,是什么引起的间质性肺炎,0
7696,扁桃体炎可以吃克拉霉素分散片吗？,扁桃体炎患者能否服用克拉霉素分散片？,1
7697,怎样确定孩子有没有得肺炎,请问您3个月宝宝如何判断有没有肺炎？,0
7698,肺炎支原体检测阴性代表什么情况?,肺炎支原体检测阴性应该怎么治,0
7699,众生丸吃了4次了我的喉咙还痛啊怎么回事,感冒喉咙痛需要服用众生丸吗,0
7700,如何判断是否患有变异性哮喘,变异性哮喘怎样护理,0
7701,奇康寒喘祖帕颗粒有效果吗,奇康寒喘祖帕颗粒的效果好吗,1
7702,怀孕了感冒喉咙痛怎么办？,在怀孕期间感冒了，嗓子痛怎么办？,1
7703,结核胸膜炎引发肠梗阻可能是腹膜炎？,如何确诊结核性胸膜炎、腹膜炎？,0
7704,乐达非热毒平颗粒用了之后会不会皮肤痒吗,乐达非热毒平颗粒用了之后皮肤会痒吗,1
7705,得了肺气肿再抽烟喝酒还能活多久？,肺气肿能抽烟吗？,0
7706,怀孕期间感冒了能打点滴吗,孕妇感冒严重能输液吗?,1
7707,一岁半的小孩不感冒老是流鼻涕怎么办呀,一岁半的小孩不感冒老是流鼻涕有什么办法,1
7708,怀孕前期感冒了怎么办？？？,怀孕前期感冒能怎么做,1
7709,肺炎咳嗽吃哪一类药好的快,肺炎咳嗽看中医还是西医,0
7710,血热月经淋漓半月还能吃断血流片吗,断血流片适应症有哪些,0
7711,胸膜炎吃什么药效果好？需要多长时间能康复？,胸膜炎怎么治疗好的快？,0
7712,想要小孩能吃尼美舒利吗,备孕期间可以吃尼美舒利吗,1
7713,过敏性哮喘有哪些偏方？,治疗过敏性哮喘的偏方是什么？,1
7714,治支原体肺炎红霉素好不好,支原体肺炎打几天红霉素能好嘛？,0
7715,请问上呼吸道消炎药有哪些？,吃消炎药能降低抵抗力吗,0
7716,得了小儿支原体肺炎，血常规正常吗？,得了小儿支原体肺炎，血常规是否正常？,1
7717,间质性肺炎能不能治好？,间质性肺炎可以治好吗,1
7718,宝宝一周得了支原体肺炎输了五天阿奇霉素可以吗,得了支原体肺炎输阿奇霉素有啥副作用？,0
7719,打喷嚏流鼻涕咳嗽吃什么药,打喷嚏流鼻涕咳嗽挂什么科室,0
7720,肺气肿加右肺肺大泡可以服用那些药？,肺气肿加右肺肺大泡要吃什么药？,1
7721,细菌性上呼吸道感染是否可服抗病毒口服液,细菌性上呼道感染是怎么引起的,0
7722,感冒鼻子不通不吃药能好吗？,感冒了鼻子不通怎么回事？,0
7723,来月经时能不能吃感冒药,来月经不能吃什么感冒药？,0
7724,肺气肿病人怎么注意饮食？,肺气肿病人如何注意饮食？,1
7725,请问肺气肿怎么回事怎么治疗呢？,肺气肿该如何治疗？,1
7726,清开灵颗粒都有些什么副作用,婴幼儿可以服用清开灵颗粒吗,0
7727,过敏性哮喘偏方如何治疗,治疗过敏性哮喘的偏方有哪些？,1
7728,孕妇感冒了，有什么办法吗,孕妇感冒了，怎么办才好啊,1
7729,肺炎好了右胸痛怎么治疗？,肺炎导致右边胸痛怎么办？,0
7730,肺气肿接着抽烟会造成什么后果？,肺气肿戒烟酒吗？,0
7731,怀孕感冒可以喝板蓝根吗,怀孕感冒能喝板蓝根板蓝根颗粒吗？,1
7732,感冒肺部感染用打点滴吗,感冒肺部感染严重吗？,0
7733,感冒了怎么办才能好的快一些呢？,感冒了吃什么药效果好,0
7734,利巴韦林气雾剂需要注意什么呢？,利巴韦林气雾剂的副作用是什么？,0
7735,老人能用硫酸沙丁胺醇吸入气雾剂吗？,硫酸沙丁胺醇气雾剂适合老人哮喘使用吗？,1
7736,请问肺气肿能办慢性病门诊治疗吗？,肺气肿的治疗过程是什么,0
7737,急支糖浆治疗肺炎可以吗？,"小孩支原体肺炎感染,咳嗽,要多久能恢复？",0
7738,我现在得了胸膜炎该怎么办,得了胸膜炎要怎么做？,1
7739,打23价肺炎疫苗花费多少钱,打23价肺炎疫苗需要多少钱啊,1
7740,我经常感冒是怎么回事？,我经常感冒是因为什么？,1
7741,怀孕26周多感冒了怎么办?,怀孕26周多感冒了可以服用抗病毒药吗,0
7742,感冒后鼻子上火长疮应该怎么做,感冒伴有鼻子上火生疮，要怎么治疗,1
7743,肺炎的症状是什么,肺炎是发病部位具体是哪些组织,0
7744,产前、产时感染性肺炎的症状有哪些,产前、产时感染性肺炎是怎么回事？,0
7745,肺气肿病人可以做运动吗？运动有好处没有？,肺气肿能锻炼吗? 对病情有好处吗?,1
7746,23价肺炎疫苗的注射时间是什么时候,什么时间可以注射23价肺炎疫苗,1
7747,小孩感冒吃什么能好的快？,小孩感冒严重会不会引发肺炎,0
7748,为什么后背左边酸以前有过胸膜炎,后背左边酸是什么原因以前有过胸膜炎？,1
7749,宝宝流鼻涕是感冒了吗？,宝宝流鼻涕可以多吃水果吗,0
7750,哺乳期感冒有效办法是什么,哺乳期感冒怎么做才好,1
7751,青霉素过敏能不能吃阿莫西林胶囊？,青霉素过敏能吃克拉霉素分散片吗？,0
7752,玉屏风颗粒能预防感冒吗,玉屏风颗粒能不能预防感冒,1
7753,宝妈感冒了给宝宝喂奶有什么影响吗,孕妇感冒了能吃感冒药吗,0
7754,九个月宝宝打喷嚏流鼻涕吃什么药,宝宝打喷嚏有什么小妙招,0
7755,胸膜炎患者干体力活可以吗,胸膜炎患者干体力活可以不,1
7756,孕妇感冒了吃什么好的快呢,孕妇感冒了喝姜糖水效果好吗,0
7757,得了小儿支原体肺炎会传染给别人吗？,小儿支原体肺炎有什么症状？,0
7758,23价肺炎疫苗有不良反应吗?,替硝唑片的适应症是什么,0
7759,怀孕期间感冒一直不好怎么办,怀孕期间感冒一直不好有什么办法吗,1
7760,7价肺炎疫苗打完周围发红是怎么回事？,7价肺炎疫苗打完周围发红没事？,0
7761,产后三十五天小腹坠痛是什么原因造成？,产后三十五天小腹坠痛是后遗症吗？,0
7762,什么会导致非典型肺炎？,非典型肺炎的病因是什么？,1
7763,肝癌患者能同时服用西黄胶囊和中药吗,肝癌患者可以一块服用西黄胶囊和中药吗,1
7764,感谢复方甘草口服溶液治好我的病,复方甘草口服溶液确实很管用,1
7765,23价肺炎疫苗需要打吗,13介肺炎疫苗有必要打吗?,1
7766,请问老人肺气肿为什么冬天咳嗽得很厉害？,肺气肿为什么冬天咳嗽,1
7767,怀孕八个月感冒了怎么办？,怀孕感冒要上医院吗？,0
7768,什么样的人群可以服用肺力咳合剂（健兴）,肺力咳合剂（健兴）什么样的人群可以服用,1
7769,请问肺气肿有哪些治疗方法？,肺气肿治疗方法有哪些？,1
7770,九龙清热解毒口服液有什么作用成分,九龙清热解毒口服液的成分组成有哪些,1
7771,老年人吃百令胶囊能喝鸽子汤吗？,老年人能喝鸽子汤吗？,0
7772,有胸膜炎的检查心电图正常吗？,得了什么病需要做心电图,0
7773,老年人服用百令胶囊后能否喝鸽子汤？,老年人可以百令胶囊和鸽子汤一起服用吗？,1
7774,我这几天感冒喉咙痛可以吃感冒胶囊吗,感冒喉咙痛吃感冒胶囊有用吗,1
7775,支原体肺炎刺激性咳反复发作可以用什么药,支原体肺炎刺激性咳反复发作能根治吗？,0
7776,预防小儿支原体肺炎复发的药有什么？,小儿支原体肺炎怎么护理？,0
7777,哺乳期感冒可以打点滴吗,哺乳期感冒能吃板蓝根吗？,0
7778,请问呕血与咯血异同？,请问呕血与咯血与其他疾病有关联吗？,0
7779,哺乳期感冒了喂奶对宝宝有影响吗,哺乳期感冒了宝宝还能不能吃奶,1
7780,怀孕期间吃罗红霉素可以吗,怀孕可以吃罗红霉素吗,1
7781,擤鼻涕的时候感觉耳朵里面出气似的咋回事,擤鼻涕的时候感觉耳朵里面嗡嗡响是为啥,0
7782,利巴韦林气雾剂有哪些注意事项呢,利巴韦林气雾剂的副作用是什么？,0
7783,刚刚满月的婴儿感冒怎么办？,刚满月婴儿，呼吸不畅，不睡觉，是不是感冒了？,0
7784,肺气肿加心脏早搏骤停，怎么治疗?,如何治疗肺气肿加心脏早搏骤停?,1
7785,感冒流鼻涕咳嗽有痰该怎么办,怎么治疗感冒流鼻涕咳嗽有痰,1
7786,日诺清热解毒口服液好不好用,喝日诺清热解毒口服液有用吗,1
7787,同仁堂感冒清热颗粒的效果好吗,同仁堂感冒清热颗粒的功效怎么样,1
7788,服用惠菲宣愈美片后的疗效怎样呢,肾功能障碍者可以服用惠菲宣愈美片吗,0
7789,铜绿假单胞菌肺炎的治疗方法有哪些,铜绿假单胞菌肺炎如何用药？,0
7790,化脓性胸膜炎会传染吗？,化脓性胸膜炎吃什么药物好,0
7791,变异性哮喘患者应该注意什么?,咳嗽变异性哮喘有什么特点？,0
7792,百利阿莫西林胶囊有什么作用？,百利阿莫西林胶囊的禁忌有哪些？,0
7793,上月吃感冒药期间老婆怀孕了，有影响吗,吃感冒药期间怀孕是不是有影响,1
7794,咳嗽与哮喘有什么关系？,哮喘应该怎么预防？,0
7795,朗致贞芪扶正颗粒不良反应是怎么样的呢,朗致贞芪扶正颗粒可以提高免疫力吗,0
7796,胸膜炎可以在幼儿园上班吗,胸膜炎能在幼儿园工作可以吗,1
7797,治疗胸膜炎用贞芪扶正颗粒有效果吗,贞芪扶正颗粒辅助治疗胸膜炎可以吗,1
7798,请问得了肺气肿在家要注意些什么？,得了肺气肿在家要注意些什么,1
7799,有什么方法可以治疗肺气肿？,肺气肿治疗方法有哪些？,1
7800,小孩肺炎有什么好的偏方吗?,小儿肺炎的特点是什么,0
7801,转移因子胶囊和口服液效果一样吗,转移因子胶囊和口服液哪个疗效更好一些?,1
7802,你好，胸膜炎建议吃什么药？,胸膜炎的症状表现是什么？,0
7803,上呼吸道支原体衣原体感染怎么吃阿奇霉素,上呼吸道支原体感染是什么引起的,0
7804,圣泰清热解毒口服液在医院买的比较贵吗,在医院里圣泰清热解毒口服液卖的比较贵吗,1
7805,孕妇感冒能吃什么感冒药,孕妇感冒了还能洗澡吗,0
7806,小孩感冒流鼻涕可以吃什么水果,小孩感冒流鼻涕吃什么见效快？,0
7807,老人患上肺炎咳嗽吃哪一类药好的快,什么药治疗老人患上肺炎咳嗽好的快,1
7808,怀孕期间感冒了，快速高效的治疗方法有哪几种,孕妇感冒最快治疗方法有几种,1
7809,胸膜炎急性胸部疼痛怎么缓解,胸膜炎急性胸部疼痛什么原因,0
7810,过敏性哮喘最好应该怎样治疗呢?,什么是季节性过敏性哮喘,0
7811,请问胸膜炎伴积水是否严重？,请问胸膜炎伴积水吃什么药好？,0
7812,新型冠状肺炎的确认,如何确诊新型冠状肺炎,1
7813,孕妇经常闻花露水和风油精有影响吗,孕妇经常闻风油精和花露水行吗,1
7814,严重肺气肿输液用利巴韦林行吗?,利巴韦林有副作用吗？,0
7815,小孩肺炎一定要住院吗?,小孩肺炎必须住院吗?,1
7816,新型冠状肺炎发烧多少度,肺炎后高烧怎么办,0
7817,肺气肿和肺炎有什么区别,肺气肿传播途径有哪些？,0
7818,感冒可以喝龙牡壮骨颗粒吗,宝宝感冒期间宜喝龙牡壮骨颗粒吗,0
7819,肺炎支原体弱阳性怎么治疗最佳,如何治肺炎支原体弱阳性效果好？,1
7820,琥乙红霉素片是消炎药吗,琥乙红霉素颗粒是消炎药吗？,1
7821,孕妇感冒最快治疗方法有什么,孕妇感冒可以多补充新鲜水果和蔬菜吗,0
7822,排卵期感冒了，对怀孕有影响吗,排卵期感冒了，能怀孕吗,1
7823,宝宝2岁上呼吸道感染反复发烧该怎么办,3岁宝宝上呼吸道感染反复发烧怎么办,0
7824,怎样能够有效治疗咳嗽变异性哮喘呢,咳嗽变异性哮喘的症状特点有哪些？,0
7825,支原体肺炎好后反复咳嗽怎么治疗？,支原体肺炎治愈后还复发吗？,0
7826,支原体衣原体尿道炎用罗红霉素怎么样,罗红霉素可以治疗支原体衣原体尿道炎吗,1
7827,哮喘治好了，为什么总是胸闷的很,哮喘治好了会复发吗？,0
7828,吃什么药可以治疗上呼吸道感染？,上呼吸道感染吃什么消炎药？,0
7829,天大托恩布洛芬混悬液用量,服用布洛芬混悬液过量怎么办？,0
7830,小孩感冒鼻子不通有什么办法,小孩感冒鼻子不通有什么办法吗,1
7831,鼻塞打喷嚏流鼻涕如何是好？,鼻塞打喷嚏流鼻涕是流感的症状吗,0
7832,我经常反复性的感冒流鼻涕是什么原因,我总是感冒流鼻涕是什么原因,1
7833,支原体肺炎吃什么药管用?,支原体肺炎适宜服用什么药?,1
7834,间质性肺炎晚期活多久？,怎么确诊间质性肺炎,0
7835,胸膜炎的恶性是什么后果,胸膜炎能治好吗,0
7836,醋酸地塞米松可以治疗胸膜炎吗,醋酸地塞米松能否治疗胸膜炎？,1
7837,肺炎出院后可以适当运动吗？比如打乒乓球,肺炎治愈后需要休息多久才可以剧烈运动？,1
7838,23价肺炎疫苗需不需要打,23价肺炎疫苗要不要打,1
7839,蒲地蓝消炎片孕妇可以吃吗?,蒲地蓝消炎片有副作用吗？,0
7840,哮喘病在饮食上应注意什么?,哮喘病病因是什么？,0
7841,孕妇与养猫的人接触会感染弓形虫吗？,孕妇间接接触猫会不会感染弓形虫？,1
7842,肺炎支原体和布氏杆菌的关系是什么,布氏杆菌是肺炎支原体引起的吗,1
7843,哺乳期感冒怎么办最有效,哺乳期感冒怎样最有效,1
7844,肺内膜结核好了还吃补肺丸行吗,肺内膜结核是怎么回事,0
7845,哮喘咳嗽吃什么水果好？,哮喘咳嗽吃什么水果比较好？,1
7846,怀孕感冒了怎么办？？？,怀孕感冒了能吃药吗？？？,0
7847,新型冠状病毒肺炎潜伏期多久,肺炎表现是怎样的,0
7848,哮喘病人适宜吃什么食物？,哮喘应该怎么预防？,0
7849,昨天晚上清理肚脐眼早上感觉头晕恶心怎么回事？,昨天晚上清理肚脐眼早上感觉头晕恶心正常吗？,0
7850,肺气肿可以做运动吗? 有好处吗?,肺气肿怎样锻炼肺功能？,0
7851,小孩反复咳嗽好了咽喉怎么长了呢,小孩反复感冒咽喉长了怎么办？,1
7852,拉米夫定有什么副作用跟不良反应,拉米夫定有什么注意事项？,0
7853,结核胸膜炎治愈后可以喝酒吗,结核胸膜炎治愈后能喝什么酒类？,0
7854,排卵期前吃感冒药还能怀孕吗,排卵期前吃感冒药怀孕对孩子有影响吗,0
7855,众生丸我吃了4次了喉咙还痛啊为什么,众生丸我吃了4次了喉咙还痛是什么缘故？,1
7856,小孩长期流鼻涕是因为什么,小孩长期流鼻涕是什么原因？,1
7857,晚上咳嗽，哮喘有鸣声，吃什么药,哮喘会不会传染？,0
7858,你好，月经期间能吃替硝唑片吗,你好，月经期间能吃替硝唑片有什么危害,0
7859,怀孕感冒了怎么办？？？,怀孕感冒了有啥办法？？？,1
7860,宝宝流清鼻涕，能吃什么药？,宝宝流清鼻涕，用吃什么药？,1
7861,扁桃体炎能吃克拉霉素分散片吗,扁桃体发炎的原因是什么？,0
7862,结核胸膜炎消炎一星期会有好转吗,结核胸膜炎消炎一星期有好转的可能性吗,1
7863,过敏性哮喘怎么治疗比较好?,得了过敏性哮喘会怎么样？,0
7864,肺炎一般要治疗多久才能痊愈?,肺炎一般要治多久才可以好？,1
7865,怀孕后能吃感冒药吗,怀孕期间感冒了不吃感冒药可以吗,0
7866,过敏性哮喘能吃什么水果,过敏性哮喘可以吃什么水果,1
7867,急支糖浆治疗肺炎可以吗？,肺炎支原体感染咳嗽怎么办？,0
7868,请问感冒嗓子疼可以吃利君沙吗,头孢还是利君沙哪个好,0
7869,阿莫西林胶囊的一般用量是多少,阿莫西林胶囊怎么用？,0
7870,请问老年人慢支肺气肿怎么治疗？,64岁老人肺气肿慢支炎怎么治疗,1
7871,过敏性哮喘的治疗方法是什么?,过敏性哮喘能做有氧运动吗,0
7872,肺气肿这病在家做氧疗有效果吗？,本人有肺气肿病，要怎样治疗？,0
7873,百利阿莫西林胶囊的注意事项有哪些？,百利阿莫西林胶囊效果怎么样？,0
7874,怀孕感冒了怎么办？？？,怀孕感冒了可以输液体吗？？？,0
7875,心肌梗死肺气肿怎么办？,轻微脑梗是怎么回事？,0
7876,药物过敏性休克该怎么治疗？,药物过敏性休克该怎么办？,0
7877,九个月的宝宝一直流鼻涕怎么办,宝宝流鼻涕，需要去医院吗？,0
7878,请问风湿性胸膜炎是什么？,请问风湿性胸膜炎吃什么药好？,0
7879,咳嗽变异性哮喘做雾化管用吗,什么叫咳嗽变异性哮喘？,0
7880,上呼道感染能吃什么药,上呼吸道感染需要吃什么药,1
7881,很容易感冒是怎么回事？,特别容易感冒是为什么？,1
7882,上呼吸道感染是什么疾病？,为什么会上呼道感染,0
7883,哮喘一个月多了，夜里反复该如何是好？,哮喘会不会传染？,0
7884,感冒咳嗽厉害怎么办请问怎么进行康复训练,感冒咳嗽的厉害是肺炎吗,0
7885,孩子经常流黄鼻涕吃什么药？,孩子经常流黄鼻涕需要吃什么药？,1
7886,堵塞性肺气肿和肺大泡如何治疗？,堵塞性肺气肿和肺大泡吃点什么呢？,0
7887,我经常反复性的感冒流鼻涕是什么原因,我经常反复性的感冒流鼻涕可以喝中药吗,0
7888,红霉素肠溶片可以治好尿道炎吗,红霉素肠溶片有什么副作用？,0
7889,感冒了还能给孩子喂奶吗???,感冒了可以给宝宝喂奶吗？,1
7890,怎样才能知道自己得了哮喘病?,怎样预防哮喘病？,0
7891,哺乳期吃了感冒药多久可以喂奶,哺乳期发烧了，还能给宝宝吃奶吗,0
7892,硫酸沙丁胺醇吸入气雾剂老人可以用吗,老年人能否用硫酸沙丁胺醇吸入气雾剂？,1
7893,小儿早期肺炎的症状是什么,小孩肺炎的早期什么症状,1
7894,宝宝流清鼻涕是感冒了吗,宝宝流清鼻涕是什么感冒,0
7895,宝宝老是流鼻涕是什么原因?,宝宝为老是流鼻涕是什么原因?,1
7896,上呼吸道感染低烧反复发作,上呼吸道感染低烧反复发作会不会留下后遗症,0
7897,总是感冒流鼻涕有什么好的办法？,伤风感冒流鼻涕怎么办,0
7898,小儿上呼吸道感染怎么应对？,怎么应对小儿上呼吸道感染？,1
7899,众生胶囊是饭前吃还是饭后在吃呀,小孩可以服用众生胶囊吗？,0
7900,刻康消炎片可以治什么病,刻康消炎片主治哪些病,1
